Vin_A,Vin_B,temp,pvdd,cqload,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp_par,xj_n,xj_p,ndep_n,ndep_p,leakage,delay
1.0,1.0,105.80149552896947,0.9007556370406954,1.244826089350526,8.147647390191229e-10,8.51800463215449e-10,8.922213218928356e-10,8.975544101414706e-10,9.56491274918086e-10,8.379709973507893e-10,7.326915427555737e-10,1.5549591696416608e-08,1.4526325244794805e-08,7.241898577305524e+18,2.7050098173069025e+18,1.506729157292534e-08,9.114323648434471
1.0,1.0,-24.04532766816227,1.0953658643751705,4.191543162528147,1.010469868179795e-09,1.0096852589866533e-09,9.657463208379148e-10,8.949287907895596e-10,8.943563047485863e-10,9.825831501247768e-10,6.785998467123757e-10,1.2874332970258268e-08,1.578047589979827e-08,7.190267747098922e+18,3.1504640679109396e+18,1.555144839852351e-08,5.205114675105609
0.0,0.0,20.72280266736712,1.0457706739747532,0.8547135749393858,9.502490106020618e-10,7.834767092816595e-10,9.62962109968761e-10,8.890190925766801e-10,9.78523324415416e-10,8.008080889054833e-10,6.127175327248435e-10,1.4200561469299812e-08,1.395615624680923e-08,6.072617926922384e+18,2.6569361764668196e+18,1.6005463013784755e-08,4.4581114105735375
1.0,0.0,94.91175671603074,0.9656997839395656,0.9985572460966834,9.60647970140152e-10,8.77900644404139e-10,8.784179437180343e-10,9.576902771998648e-10,9.703070620285455e-10,7.645433255348373e-10,7.370012575370949e-10,1.2904567133759459e-08,1.5101657709976593e-08,6.616256468540405e+18,2.5807395916357734e+18,1.5071522269250817e-08,6.026165640493604
0.0,0.0,-51.53829337778317,1.0395639686172622,0.5594825512799254,7.870329082695832e-10,7.749482263904411e-10,8.862060708748448e-10,9.23177797446105e-10,8.665251241602328e-10,8.512122855740864e-10,7.084705961694196e-10,1.4658774374289286e-08,1.3568640830734372e-08,6.967947501965483e+18,2.561818271088413e+18,1.607690705552741e-08,4.36140571987644
0.0,1.0,-34.80375398218429,1.0635750314370256,4.289406688261798,8.809832504154004e-10,8.450811154589456e-10,7.671799437799339e-10,8.14737727129082e-10,9.733133088551164e-10,8.103947623099303e-10,6.23398836370707e-10,1.429882571805362e-08,1.4344400723774815e-08,7.33801447500128e+18,3.003374205848946e+18,1.6200011799994355e-08,6.343597224960424
0.0,1.0,123.30173829621225,0.9490724111972872,0.5501899372920802,1.0001847750214854e-09,8.157185016770238e-10,8.929723757558041e-10,8.700704519917985e-10,8.078378677357107e-10,9.660013530657398e-10,6.718600519028171e-10,1.563566257088156e-08,1.1977822553621395e-08,7.000328028096977e+18,3.0333981150625377e+18,1.4840599996312479e-08,5.181959056123119
1.0,0.0,-4.529047853736905,1.0541791366559163,0.6991762839276001,8.285967821741588e-10,8.404039167080061e-10,9.320760531218906e-10,8.942708136040031e-10,8.791772318398438e-10,7.921650859393497e-10,6.645530100305673e-10,1.306841218463412e-08,1.507557003872363e-08,6.849604815098695e+18,2.946717096400007e+18,1.616443562555836e-08,4.39531117205385
1.0,1.0,120.59777487031161,1.0608739250016481,1.2369768789111053,7.969274483575183e-10,1.0006419662756078e-09,8.193485471793681e-10,8.664135177512594e-10,8.189986950410395e-10,9.981221773780135e-10,6.748290810264071e-10,1.3002144816713602e-08,1.4381017694867287e-08,6.149479674356287e+18,3.066722990463881e+18,1.651972117560447e-08,1.365086490212457
0.0,1.0,-22.144320818438693,0.9498709260250692,2.8675854215119987,8.832901927801038e-10,8.685054971686294e-10,1.0105779013072039e-09,8.203457031301127e-10,7.915971456090113e-10,8.025545362298259e-10,5.908116561155784e-10,1.490122595167822e-08,1.4289422693794025e-08,6.59067476416215e+18,3.0813250806998026e+18,1.642175256184539e-08,7.475739905436968
1.0,1.0,9.996999741320408,0.9083852708755967,4.402099124649012,9.963198396914069e-10,8.425146460601329e-10,1.0076065339658784e-09,7.916841417796884e-10,9.87229152395981e-10,9.858716484335982e-10,6.797322654200027e-10,1.2373822083903019e-08,1.2626846472614892e-08,6.406209607720036e+18,3.002276991666976e+18,1.5496168600479956e-08,4.566534427605449
1.0,0.0,80.51650001064272,0.9408244569116195,2.0969584947252846,8.836448186053793e-10,9.227561845330957e-10,8.318389710801136e-10,7.897973307312818e-10,8.532044783623814e-10,8.027678405579323e-10,6.06404443407304e-10,1.469341934058719e-08,1.3377244607033179e-08,6.417324703263443e+18,2.8988138538474593e+18,1.4852003094300418e-08,5.232338860806345
1.0,0.0,63.40011330287213,0.9401292817778789,2.735966886467008,8.628279129415933e-10,9.335757745309219e-10,9.410952071417557e-10,8.352571274560413e-10,9.338334018553679e-10,7.721764666894174e-10,6.24282305654723e-10,1.4872483398477577e-08,1.2662686533741215e-08,6.162521209150214e+18,2.9871432541132974e+18,1.629847857906227e-08,0.26049426431478007
1.0,1.0,49.602031987230006,0.9130480908350966,0.8407821057866924,9.251691989252992e-10,1.0098772920437064e-09,7.676204237131277e-10,8.622744088703942e-10,8.552750713070033e-10,8.839132956758411e-10,6.627172600667072e-10,1.5223627944307413e-08,1.4596862459499142e-08,6.300150622286012e+18,3.121883912043591e+18,1.536087365288787e-08,8.07875630207186
0.0,1.0,40.38185164490136,1.0452014769310392,1.3370698209299803,9.9796853570804e-10,8.986986741624314e-10,9.291011885343645e-10,9.33450921595238e-10,8.982071798577969e-10,8.505176169228399e-10,6.062132429142848e-10,1.4537608204528023e-08,1.5781565113773636e-08,6.989230875179026e+18,2.9469511285453665e+18,1.680539816660019e-08,2.7673035987905603
1.0,1.0,96.81927985965325,0.9759949848916817,0.6782895548040169,7.724605920978328e-10,9.511511655293196e-10,9.1850018784064e-10,1.0101689051161424e-09,8.484026467522015e-10,9.118502887167134e-10,7.216741819485242e-10,1.2409812685668007e-08,1.2515877685925019e-08,6.408008928989721e+18,2.964709724139514e+18,1.5739110275699597e-08,6.62052301352733
0.0,1.0,-12.709258689989312,1.0768772334907717,2.0554950358867776,7.989624685510796e-10,8.570699148918494e-10,9.68828553520429e-10,9.879284078493075e-10,9.486525778460936e-10,9.227428736474687e-10,6.409854399452615e-10,1.3097323621625966e-08,1.2234437802417853e-08,5.845004055344523e+18,2.679835860103352e+18,1.6580149629437967e-08,3.2230015506225795
0.0,0.0,24.64476685883332,0.9504342211330372,2.95577493680418,7.937195947512422e-10,8.034422921458996e-10,8.373087305429446e-10,9.666792365108096e-10,9.59761744607853e-10,9.973324410874236e-10,5.981309076995397e-10,1.1957356221621907e-08,1.3103308301413259e-08,5.822405233530661e+18,2.778987330360613e+18,1.4391163641748018e-08,6.830847752902583
1.0,1.0,-27.01858741183769,0.9906464330199856,1.4272574548669363,7.816745775039881e-10,8.691781990787022e-10,9.830145788150468e-10,9.666889618647228e-10,8.693552858391643e-10,1.0019903443660475e-09,5.803379972897119e-10,1.4793829356944217e-08,1.3785281017363217e-08,6.079101437094483e+18,3.123470331827219e+18,1.5809042492241918e-08,9.78054647812667
0.0,0.0,52.26948723152678,1.0278034857853526,4.231519319318215,8.367349444846925e-10,8.663690630276434e-10,9.779256568896417e-10,9.114005016273508e-10,9.783417592639244e-10,8.857238914164697e-10,7.028449917117887e-10,1.4542959522597413e-08,1.4588431014737189e-08,6.115729840149876e+18,3.0700131554848154e+18,1.6427773337021086e-08,9.242967557536057
1.0,0.0,-9.902003631162366,1.0754929899343557,4.906379371523106,8.182444944125587e-10,8.668358268900465e-10,9.300791519077081e-10,8.242009583854065e-10,8.502471365688618e-10,8.130015329189187e-10,7.108116794063347e-10,1.3825506336654332e-08,1.3749252264758009e-08,7.320805636459433e+18,2.5421946866152474e+18,1.495841840063635e-08,3.55774804960284
1.0,0.0,5.091571581809447,1.004924220323875,0.6095727130497592,8.993675816171711e-10,9.366368730167071e-10,8.799730567146372e-10,8.798728131795427e-10,9.536650479550174e-10,8.228060003752903e-10,5.836013944065699e-10,1.571323431915453e-08,1.5740776699584856e-08,6.713380320653823e+18,2.5031649048431283e+18,1.6375105476154446e-08,0.20299867730871002
0.0,1.0,29.825128992235065,0.9747049255624766,0.09912167951646747,8.431315131183286e-10,8.631093470634832e-10,9.170739153353235e-10,7.962087192882137e-10,9.251161970834347e-10,7.853225248879395e-10,6.622468829202243e-10,1.3031596619636157e-08,1.4744227578204422e-08,7.082220274939215e+18,2.760241149577481e+18,1.6849146924692155e-08,2.2692004313698444
0.0,0.0,-50.181294573436986,1.0734030156944019,3.950986767899971,8.629227968103006e-10,1.0023573332638602e-09,9.45409527315808e-10,9.038733728504608e-10,8.758191829715509e-10,8.310877462166306e-10,6.810591528017905e-10,1.5354109223739622e-08,1.2490061757241209e-08,5.901845496909897e+18,2.5616481884441815e+18,1.5916541824238198e-08,3.0633538517886416
0.0,0.0,-38.45117153424923,0.9620492849375222,0.9613069622386909,9.992336313869525e-10,1.0096184193256047e-09,1.0077138529956582e-09,7.658421832758924e-10,9.857851650117044e-10,9.914923626859918e-10,7.24406590171875e-10,1.2469748378193262e-08,1.2925471940593108e-08,5.943952643392122e+18,3.1227938805937065e+18,1.5319746296136654e-08,1.9638206309764605
0.0,1.0,68.46725972747953,0.9158847399265153,1.7722014973776865,7.995365328824292e-10,8.929338030716073e-10,7.909189605741846e-10,8.081241410580475e-10,9.053523594273008e-10,8.5260894083634e-10,5.782049662282629e-10,1.561711054799782e-08,1.4998177508333022e-08,5.862191019873047e+18,2.9748203713927726e+18,1.6145348268417927e-08,8.862668578044007
1.0,1.0,22.214596529151308,0.989008421502048,1.9772137791962936,8.586681610058797e-10,9.018447783401827e-10,8.395204863511288e-10,9.409228595961888e-10,9.734063709058778e-10,9.198982356366118e-10,6.290804006137204e-10,1.2905461056299043e-08,1.5304244630260213e-08,6.801941859630471e+18,3.03568969116049e+18,1.580480310060026e-08,3.085377279442376
1.0,1.0,100.66223995998118,1.0570186612995984,4.583830950615713,8.252987874917705e-10,8.63537098422817e-10,9.58301943546906e-10,8.303306578727182e-10,9.462668642990036e-10,1.009235809536752e-09,5.902974679254711e-10,1.5011417922850438e-08,1.3891849494781461e-08,6.711429404396425e+18,2.9052995295035986e+18,1.614035166165252e-08,3.753322587531641
1.0,0.0,70.0409606559559,0.9061561663507046,3.297602696673148,8.99488159518869e-10,8.503207697458925e-10,8.639317256904584e-10,8.666704096080115e-10,8.952738497410691e-10,7.871110225424909e-10,6.428685977587377e-10,1.2186985495208094e-08,1.3563806756306028e-08,6.385484508731984e+18,3.000382320510692e+18,1.4637740215825128e-08,2.6278349288444547
0.0,1.0,-53.54183050348196,1.0171764489979185,0.2126413566114248,9.470294015428478e-10,1.0102729401326373e-09,9.308099127517695e-10,9.713434856755493e-10,8.429107604348939e-10,9.569459727604408e-10,6.332674216406641e-10,1.339534953971674e-08,1.2351513828970033e-08,5.868823112818449e+18,2.5970465831051566e+18,1.6262873594446274e-08,5.185552925161749
0.0,0.0,56.008219538084276,1.0188928097054473,0.08390310116363145,9.675149198481376e-10,7.703268446461706e-10,7.938119654842147e-10,7.713177452972796e-10,1.001588722269639e-09,9.377213613420673e-10,6.712084418967762e-10,1.5661244116077533e-08,1.2732395160231844e-08,6.468901837178721e+18,3.1418185870360474e+18,1.6565330970401747e-08,5.878132663110327
0.0,0.0,-38.129524109251044,1.0857083526854765,1.0058448066760979,8.908853604074109e-10,8.641619031158246e-10,9.401270473368972e-10,7.657744461403871e-10,7.744134642208016e-10,9.680361897573764e-10,6.847729429236933e-10,1.2996771515083957e-08,1.4594445130336359e-08,6.394019239445336e+18,2.858346191092569e+18,1.5939520232832613e-08,8.881239187910104
1.0,1.0,85.56797236228897,0.9572929634290044,1.59767798495483,9.771488142478433e-10,7.98440458344386e-10,9.312122099505191e-10,8.18162735947248e-10,9.871995080329845e-10,7.948410388848073e-10,7.339694184554216e-10,1.4906803338540572e-08,1.1929533817506715e-08,5.905923361895651e+18,2.6774475668481807e+18,1.605865020757688e-08,6.949179659263827
0.0,0.0,123.47138389013037,0.9557673226421393,2.4277739320921286,9.594091790008386e-10,9.44475188155631e-10,9.087982969681173e-10,9.338486160133597e-10,8.886238106770408e-10,8.87452302393583e-10,5.976857601693969e-10,1.3701675363253532e-08,1.4194009231724794e-08,6.330567927047302e+18,3.1416024775253094e+18,1.5386334821242505e-08,4.741276424834623
1.0,0.0,40.61578296347207,0.9880967302679357,4.190818667421189,7.998790316041695e-10,8.093892018688009e-10,9.543704431650366e-10,8.199746921739502e-10,9.501802351609032e-10,9.205282100798606e-10,7.058668994234774e-10,1.4193662997617041e-08,1.265219430104566e-08,7.145830585010582e+18,2.449745074664866e+18,1.5008195302993387e-08,3.3485682421859053
0.0,0.0,67.90031003494346,0.971382980294303,1.5809406026134498,8.223389047910787e-10,9.847000150129494e-10,9.835485070544801e-10,9.79379395371316e-10,8.448694117797738e-10,9.530612974979654e-10,7.138280768188157e-10,1.416607934213606e-08,1.2633513309795998e-08,7.243762596422473e+18,2.9293376088931937e+18,1.4744079245815853e-08,0.0017273292859754097
1.0,0.0,-12.283451038944719,1.0472691725378653,1.88892072416556,9.306170141966889e-10,8.551174059856235e-10,9.706428621403894e-10,8.49369442488532e-10,8.575892699341668e-10,9.410085660080781e-10,6.660620466561172e-10,1.4050848955724476e-08,1.344348447377815e-08,6.158473525529705e+18,3.027838019409464e+18,1.524672793612071e-08,5.969551561325417
1.0,1.0,23.76759387568285,1.02835041542631,1.6533962707481915,1.0075976810141145e-09,9.92955778155746e-10,7.924038202471332e-10,8.320118434179212e-10,8.084507401307018e-10,9.050254644582764e-10,7.039234867019524e-10,1.369732812731198e-08,1.357106350932255e-08,6.217443518259758e+18,2.496996119332242e+18,1.4368994005411676e-08,1.2360794454718205
0.0,0.0,99.09715980254907,1.0517842075812533,0.054737026804199014,8.555369439524e-10,1.0105868826416533e-09,9.49075916136843e-10,8.19159927157687e-10,1.0024025539815925e-09,8.791686252511649e-10,6.294393738601578e-10,1.2505769570985959e-08,1.437167438381766e-08,6.21842205545331e+18,3.016247820155106e+18,1.5370206095714764e-08,6.704436172926661
0.0,1.0,-24.86386940567478,1.064008358239738,4.776455680199418,8.183711915237642e-10,9.55877539122009e-10,8.742401680458382e-10,9.057884701473157e-10,7.709979585578733e-10,9.991956991694924e-10,5.75889740088178e-10,1.1779842743982505e-08,1.2339064706595334e-08,6.791260783447804e+18,2.939619562776326e+18,1.6845787124416275e-08,8.939269789320237
1.0,0.0,-7.203590989522823,1.0845962265468296,0.7035894618410042,9.80758876311077e-10,9.182821444854541e-10,8.448059818992032e-10,9.775030644815005e-10,8.582548461420969e-10,8.06172496731461e-10,5.956179641860553e-10,1.4486868000346816e-08,1.312918145427811e-08,6.367659992919458e+18,2.6504912911392763e+18,1.6488830171327642e-08,4.097114644990471
1.0,0.0,25.178061551485428,0.9861873463569296,1.4454607162342026,8.107014377238921e-10,7.980750228343498e-10,9.834309947940616e-10,8.631398263706707e-10,8.450140248068632e-10,8.119026027129519e-10,5.984612343762585e-10,1.4603313086070484e-08,1.2387285321377416e-08,6.86438198437128e+18,2.517566744241617e+18,1.5986603004459766e-08,3.077922797311702
0.0,1.0,73.2048005319225,1.09693947789431,0.6552234774612447,9.37141701608665e-10,9.969973253727426e-10,9.021417616049739e-10,8.241393161680943e-10,9.66521551175646e-10,7.882125617695705e-10,7.18811252366266e-10,1.487959247102734e-08,1.3888456154733969e-08,5.750701441876326e+18,2.989421056207216e+18,1.6056005645405092e-08,5.2545386742571445
0.0,0.0,12.659111863221284,0.9431321626807305,2.4578103492220458,7.686992638703895e-10,9.573241308530601e-10,8.873136219362969e-10,8.66900022751617e-10,8.874037340030731e-10,7.886186780111212e-10,7.328418659843435e-10,1.551856749413934e-08,1.2512794001182453e-08,6.774879395528795e+18,3.09470322171208e+18,1.6112762751133806e-08,2.838995789932813
1.0,0.0,111.99181036094069,1.0428730323894657,4.661508913563071,7.648210508348675e-10,8.331636277980842e-10,9.592882355560215e-10,9.898165974632192e-10,8.029524534103274e-10,9.818660857856914e-10,6.384451223614016e-10,1.2391619122242025e-08,1.5311539206579478e-08,6.385868989318415e+18,2.742966230972514e+18,1.5211857011684255e-08,1.1142036882157058
0.0,0.0,-37.99773077163055,1.006801863461438,0.5124965809511766,8.746979453418178e-10,8.789994913280645e-10,9.005403706715239e-10,8.44972545779042e-10,8.892892425667822e-10,9.140570963197278e-10,6.815740192418244e-10,1.535426464233626e-08,1.1959229054371594e-08,6.792996177416314e+18,2.844423421035908e+18,1.6162786938649177e-08,7.849259810191731
1.0,0.0,11.744755558072555,1.0633801189369767,2.2100756487065953,9.267611923976754e-10,7.771869115006082e-10,9.779339266727418e-10,9.265599696542329e-10,8.19948182355245e-10,9.975132209233595e-10,6.215694567649704e-10,1.2689969870312174e-08,1.4038102926150044e-08,7.277676642833267e+18,2.7218428214706504e+18,1.602608540094137e-08,2.6257494334105393
1.0,0.0,72.61174221711595,0.9953541041212852,0.12165048040017644,7.961783513055272e-10,9.273860818918601e-10,7.861368422037839e-10,8.437538411800653e-10,7.64346733700202e-10,9.852637272285126e-10,6.457476060053738e-10,1.3936631915900967e-08,1.4608066683142864e-08,7.355832672776288e+18,2.9808893366078643e+18,1.4570852709652999e-08,0.8652670000283413
0.0,0.0,-14.322382180931356,1.0567877270724864,3.8567821247168794,9.540261430623906e-10,7.918172258503815e-10,9.571377983646904e-10,9.313884887539967e-10,8.983144390562754e-10,8.363306861903459e-10,6.755154501984889e-10,1.278557360369115e-08,1.5380938490927032e-08,6.664428269725748e+18,3.051539121234807e+18,1.4489542910236574e-08,2.0821082321023434
0.0,1.0,63.154364161341135,1.0860337429295357,3.2097184563365806,7.926990665326407e-10,9.254889463631253e-10,8.016139858509769e-10,9.837767301670806e-10,8.515435611692189e-10,9.228948366226072e-10,7.155512236654322e-10,1.2295280903999564e-08,1.2730514772891118e-08,6.035998948675293e+18,2.8725357379181425e+18,1.6879864607534162e-08,3.3389465142991
0.0,1.0,-25.44094751907773,1.0464588532280175,3.501496331898679,8.955617831994054e-10,9.305746299831116e-10,8.172087617260781e-10,9.12033928309184e-10,8.206777608005214e-10,8.563771791807999e-10,6.42552292126977e-10,1.1939281953865268e-08,1.4489285950678383e-08,7.295268990626374e+18,2.78364242609207e+18,1.568504440886234e-08,7.47461870870802
0.0,1.0,-44.92354872489645,1.055218857243665,2.366958440869706,8.383079948383785e-10,8.424557791731305e-10,8.055806862934349e-10,1.0006502625541106e-09,8.037484665649389e-10,9.825488136891405e-10,6.888296834068764e-10,1.3128518528575983e-08,1.4618364276661439e-08,6.546088640995241e+18,2.9416156180758687e+18,1.5882516808807924e-08,9.624580651512893
0.0,0.0,-33.2171709852432,0.9134350862531713,4.539088817486465,9.51072332302934e-10,1.0009603204878393e-09,8.205590234139535e-10,9.127853664434e-10,8.752381571599373e-10,9.464998730656368e-10,6.12286440184391e-10,1.568330301641511e-08,1.4071051237646353e-08,6.345777842830954e+18,2.739516854149147e+18,1.563727775482619e-08,2.8754450200077466
1.0,0.0,112.39726096414424,0.9409915324464562,2.0536916798543214,9.642456554052265e-10,9.57856476492069e-10,9.45884996958586e-10,1.0076184769358746e-09,9.808836897067871e-10,7.913642325473218e-10,6.258601397434825e-10,1.3653286848801241e-08,1.5194432237134982e-08,5.978861497781561e+18,2.8768418680517023e+18,1.4450880328604056e-08,7.7527771715039595
1.0,0.0,44.315158929119235,1.0948607481007189,2.575284523187514,7.767871748488676e-10,8.861703483781777e-10,9.264542549256112e-10,9.438275332370576e-10,9.525648388728685e-10,8.24335239037195e-10,6.073125502872167e-10,1.1882931583307511e-08,1.359077476798146e-08,7.274016536814562e+18,2.803190357895413e+18,1.5061585882607136e-08,1.4632529986474319
0.0,1.0,88.34223958633683,1.038637400757479,3.4794932191304406,8.089215606040961e-10,9.933165735708046e-10,8.183644488048648e-10,9.2580823062797e-10,7.611760068129882e-10,9.270250270793443e-10,7.170577723339995e-10,1.447584376004367e-08,1.4638654300307503e-08,7.361231806362205e+18,2.5622379521582044e+18,1.4454399631200645e-08,9.779794842617743
0.0,0.0,4.8778101629092205,1.012289803462201,2.607597599066345,9.867316038306265e-10,9.773841890450608e-10,8.286244339415436e-10,9.707776482554706e-10,9.457121378837062e-10,8.225181380912941e-10,5.901433500058234e-10,1.2551332203200967e-08,1.2479248601370384e-08,7.357774244535187e+18,2.719428202809685e+18,1.599612699197016e-08,1.9560960181810416
0.0,1.0,51.6785566193804,0.9733952746792901,0.9547848831024766,8.655656604966202e-10,9.35823429342344e-10,7.85220704602836e-10,7.628175652486854e-10,7.784714081846903e-10,8.956458276392602e-10,7.008960880394199e-10,1.1967741912389111e-08,1.567757206090863e-08,6.518194525473031e+18,2.621147059655998e+18,1.6505147704812706e-08,6.584379950345829
1.0,0.0,34.091384066898485,0.9088778002413836,1.592182384044111,8.810909098047536e-10,7.988531898478749e-10,8.652666226403002e-10,8.25341363765725e-10,8.99192349023554e-10,8.220404391406375e-10,6.774178723005035e-10,1.4955795211398594e-08,1.4233735349221184e-08,7.170290779396633e+18,2.6338869404987126e+18,1.5218794412496e-08,0.04911465589813924
0.0,0.0,115.23283269241293,0.973827181592827,0.4705493960126383,8.026780557822919e-10,8.8625677708213e-10,8.561606314292146e-10,8.148870220822456e-10,9.581317845348049e-10,9.333617311489607e-10,6.805000144455817e-10,1.3546135541715335e-08,1.4720586226621707e-08,6.91942237390975e+18,2.4452026214653133e+18,1.5457868672503006e-08,8.069895004378298
0.0,0.0,79.56343448973985,0.9997825746579152,2.168741351114316,1.0127032783112522e-09,9.795634096306955e-10,7.970372109793587e-10,7.881681092845056e-10,8.751360512766474e-10,7.790539469157444e-10,7.190797711354788e-10,1.5707168605291842e-08,1.2954592228935054e-08,6.525570493188769e+18,3.027434137100452e+18,1.4721187891320128e-08,7.488590515011971
1.0,1.0,76.49767366938423,0.9422919018773774,3.0508665445007765,9.944541114411888e-10,9.146584528995199e-10,9.719947603806933e-10,9.981978060991754e-10,8.556806544414757e-10,9.431912957126058e-10,6.60237419589856e-10,1.4639074247846648e-08,1.3459397725660267e-08,7.132834482481517e+18,2.455257119652455e+18,1.466406876032546e-08,2.8391110214090345
1.0,0.0,-46.65641150182968,0.9346273582547665,0.6014644219030119,7.605142664294899e-10,8.985599069756543e-10,9.765591423604596e-10,7.932745414010411e-10,9.986261638159845e-10,8.456000905462313e-10,5.828923875577465e-10,1.2904537400850613e-08,1.2450093238331087e-08,6.528349004715796e+18,2.983852644852519e+18,1.587238068697823e-08,0.8021894770781657
0.0,1.0,43.94054042066439,1.0016833102715035,3.1566297361359434,8.998866093951027e-10,1.0026269468757696e-09,7.876978875741632e-10,8.267605137636761e-10,7.674335990336738e-10,8.751943747245843e-10,7.282915147451737e-10,1.572423487468276e-08,1.5599779025326536e-08,7.06084509641241e+18,2.5559945196901023e+18,1.4732180154789299e-08,4.368577661727336
0.0,0.0,29.058461702326667,1.0171808471255088,4.465431977363026,9.815559154352012e-10,7.642032086087655e-10,8.276569521273167e-10,8.451316515313564e-10,7.869175761770605e-10,8.828284890192639e-10,6.27353639515409e-10,1.527420428825971e-08,1.5416358215158692e-08,7.341195430495649e+18,3.103632692092066e+18,1.6072654765685183e-08,0.4659665190429896
0.0,0.0,112.01160798911502,0.947983583770905,1.695241427597743,8.693555359834259e-10,7.630597817731336e-10,9.469666062349676e-10,9.18655502867161e-10,9.810633858782497e-10,8.093717429646885e-10,5.750615214267698e-10,1.3016343912883409e-08,1.2346333445231749e-08,6.852114705365082e+18,3.0115419803884913e+18,1.6365636389973706e-08,0.5002768934745383
1.0,1.0,-8.678442125884196,1.0174778948912426,1.117945150131911,8.70950821678478e-10,9.867764121152244e-10,9.809715395833628e-10,9.549359177634294e-10,9.85104327207384e-10,9.993084168681132e-10,6.606375945041876e-10,1.2912466215364211e-08,1.2728040889950222e-08,7.309733083526915e+18,2.517735213404524e+18,1.571230090310404e-08,8.321791706438878
0.0,0.0,-6.4299784076030235,1.080067992774859,4.466100258571096,8.563541778084775e-10,7.697884526164073e-10,7.782049390966816e-10,9.135877019589065e-10,8.546739845784627e-10,7.600413857541156e-10,6.309346509470186e-10,1.3774882440804771e-08,1.3895297399571191e-08,6.636267816393571e+18,3.0103787417374577e+18,1.4762178810918792e-08,5.406337523480028
0.0,0.0,19.042324798670066,0.9946346516042708,3.4628067271287675,7.673223971294521e-10,8.44466103281123e-10,9.892020617637082e-10,9.502344146833164e-10,8.972100336982057e-10,8.546779936405134e-10,7.250002357596905e-10,1.3935010196078984e-08,1.2215437443877552e-08,6.121841159364562e+18,2.691477165072589e+18,1.5688431946021906e-08,0.9743459059869652
0.0,0.0,-11.193451586852312,1.0714780339174363,0.5359203916022037,9.607319673068405e-10,9.947024723754013e-10,7.756558373051152e-10,8.621395478889393e-10,8.017565697798919e-10,7.926467015141427e-10,6.568192663613858e-10,1.4085083291024118e-08,1.4108899297857976e-08,6.687362357067942e+18,3.089473643548623e+18,1.570454219922246e-08,9.453415992940862
1.0,0.0,-31.746894794425092,1.0854542889066638,2.046478640788045,8.76023441661338e-10,9.355527588290783e-10,9.209811256835498e-10,1.0129276721774821e-09,9.846069778550693e-10,8.514208609602397e-10,5.790743220097941e-10,1.2615344465842784e-08,1.2811370479138244e-08,6.657164821966871e+18,2.7991107593413934e+18,1.6743169859084946e-08,6.150863477907615
1.0,1.0,99.33467239714415,0.9184788057874171,3.373707102775198,8.948906721545464e-10,9.246323620894417e-10,7.656070843734658e-10,8.032034504054408e-10,8.7914217856031e-10,7.864025016446222e-10,6.104710902466338e-10,1.1952518686520994e-08,1.4339243278032515e-08,6.180268192812972e+18,2.9597897909617567e+18,1.660913617129382e-08,8.246254026313098
0.0,1.0,45.489774392704845,0.9191623159313594,2.876175536127519,8.249440196688862e-10,9.268775720495342e-10,9.957793155230962e-10,8.61539093038091e-10,9.032784116775547e-10,8.561915180136648e-10,6.079397171532359e-10,1.3933992772645159e-08,1.2050070932851125e-08,6.891394327501022e+18,2.4510926971524024e+18,1.572728887698995e-08,6.523469337325256
0.0,0.0,100.04528941218203,0.9952088365775204,3.0965501255558663,9.59166096984972e-10,8.406813166276706e-10,8.498374249412241e-10,9.713744856099898e-10,7.899872473722799e-10,8.092453921738298e-10,6.998914139696804e-10,1.4197987819108575e-08,1.2394577429041566e-08,5.999912355055948e+18,2.4749169924644956e+18,1.5655249021841314e-08,8.480807317745853
1.0,0.0,94.60425777266525,1.0176204888635405,2.840004518129891,9.616121308629298e-10,8.947555321171956e-10,9.247959811505808e-10,8.226770902284069e-10,9.161649178634234e-10,9.006613899369315e-10,5.811970609918466e-10,1.562881221905064e-08,1.3877160483221221e-08,6.556104347608516e+18,2.435701785367919e+18,1.6640177827802152e-08,2.626138529405754
1.0,1.0,-4.232376137859205,0.9851766928930059,3.992326212871402,9.004418874803468e-10,9.200131582679037e-10,8.068940385664923e-10,9.507141259619155e-10,9.36739581329327e-10,7.630371516956858e-10,6.253328856716462e-10,1.3942757895569202e-08,1.4558674740972051e-08,6.153384090415571e+18,2.4581250639938324e+18,1.666438805868297e-08,3.089328442941619
1.0,0.0,43.59273997836931,0.9652901540835006,1.6089305144169235,9.897754931532417e-10,8.376516927256696e-10,8.415988756650538e-10,8.525272199923749e-10,8.348583871623173e-10,8.885488337840606e-10,6.840284871673996e-10,1.2366191913206969e-08,1.4105927631077198e-08,7.385313265518367e+18,2.8305559333882583e+18,1.5343261229556584e-08,4.380735199456051
1.0,1.0,-40.02081350678732,1.0281988232252313,3.5452271160178213,7.89434594604567e-10,9.62022434614248e-10,9.4981381448277e-10,8.051094539437614e-10,9.876214019359664e-10,8.318216904723676e-10,6.742740821171832e-10,1.2980599847012686e-08,1.3003306225531197e-08,6.076842452363444e+18,2.9961838106177843e+18,1.5511516443304425e-08,5.741793311410522
